is_female,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,sleep_hours,target
1,8.37,69.0,58.27,58.74,87.25,88.81,4.62,726.575
0,2.55,74.44,43.96,32.73,45.49,56.4,7.99,45.980
0,8.27,69.51,91.32,49.95,64.43,99.02,5.51,70.155
0,7.24,84.0,79.34,37.09,93.55,36.88,7.66,69.971
0,6.0,74.0,31.78,83.64,83.18,54.2,6.87,6.919
1,7.3,56.3,30.67,77.54,30.13,93.51,7.42,51.45
0,4.71,48.73,50.39,31.63,62.16,51.59,7.11,497.735
0,2.25,76.37,40.03,71.6,30.75,52.39,08.05,495.445
1,6.99,69.35,74.12,90.56,49.65,17.15,8.47,634.915
0,5.72,45.76,76.47,77.3,60.5,29.02,6.25,63.272
0,6.75,63.74,95.94,63.33,92.5,24.21,5.96,761.905
0,04.04,70.89,96.64,48.39,75.81,60.87,5.21,71.135
0,9.16,89.61,76.12,91.53,55.37,38.66,08.07,70.313
0,6.29,44.57,30.4,56.71,64.35,16.93,8.84,48.93
0,1.77,60.91,55.13,89.15,87.22,55.9,4.98,755.215
1,05.05,89.36,65.92,83.72,50.98,70.23,6.29,67.916
1,7.81,78.91,64.94,86.22,73.05,76.29,7.85,7.563
0,8.15,57.4,72.23,99.23,48.36,85.38,7.18,704.575
0,5.45,90.72,97.24,81.16,63.6,53.38,08.08,76.408
1,09.05,69.6,91.96,27.55,31.73,45.16,04.08,47.861
0,3.41,69.9,37.62,40.41,89.66,71.57,8.56,6.315
0,4.7,98.6,48.62,27.64,33.38,11.2,4.31,39.297
0,09.09,96.83,88.32,39.24,45.71,67.02,6.23,59.857
1,09.07,61.51,87.7,29.61,53.35,46.51,5.38,54.417
0,7.17,48.43,49.28,62.62,73.76,50.76,8.64,61.245
1,8.73,59.54,81.14,27.12,80.4,36.66,5.38,60.768
0,1.8,41.83,77.04,60.44,35.63,21.45,5.87,49.316
1,8.78,41.25,63.15,92.41,33.04,46.13,8.44,560.345
1,3.89,63.73,44.1,81.14,85.93,37.74,6.69,693.275
0,2.6,96.46,92.21,95.8,79.85,96.41,8.49,896.265
1,3.15,92.28,77.45,42.0,88.21,94.92,7.3,755.835
0,4.76,70.69,41.83,64.83,77.36,67.95,4.4,655.135
1,3.26,73.91,79.34,48.89,82.57,91.33,6.17,73.514
0,3.89,40.36,81.9,62.04,56.53,77.61,4.88,63.472
0,2.21,52.93,92.08,66.78,71.31,41.13,4.33,6.947
1,3.67,41.49,45.6,27.71,86.38,64.35,5.87,568.645
0,6.15,85.27,99.21,42.49,42.05,29.83,8.54,56.692
0,4.98,48.74,40.74,77.86,59.6,71.85,4.59,60.532
1,4.12,92.14,72.05,82.97,81.83,14.03,04.03,74.41
0,7.72,78.6,76.0,67.71,67.28,84.82,8.68,720.175
0,09.04,53.77,59.33,45.31,77.72,62.49,6.65,620.215
1,7.81,49.46,63.25,55.38,50.5,15.26,6.79,50.642
1,3.99,77.66,92.36,32.2,32.26,88.46,8.64,54.425
0,7.7,94.05,75.17,96.49,32.04,88.99,7.5,686.745
0,2.37,83.1,64.79,90.15,95.99,86.75,8.13,8.607
1,2.17,60.91,38.98,29.92,96.12,79.69,7.85,62.977
1,4.11,75.24,30.51,37.49,44.79,71.01,07.06,45.776
0,8.27,58.65,38.75,68.58,40.32,45.72,7.44,49.444
1,3.22,99.95,96.93,42.43,31.27,22.27,6.8,53.16
0,1.57,84.93,83.49,95.08,46.19,35.99,5.78,687.265
0,2.19,76.86,97.7,81.67,53.4,41.24,5.43,7.45
0,8.73,65.4,32.5,45.5,46.89,42.23,4.88,450.495
0,6.7,77.09,77.62,25.46,85.82,60.89,5.77,65.724
0,3.28,60.5,33.1,84.96,82.46,28.75,6.88,65.646
1,6.0,41.73,84.74,56.81,35.67,27.07,6.94,5.51
1,5.75,63.71,56.67,73.18,78.81,74.53,7.42,710.365
1,6.9,95.83,36.7,46.52,66.44,10.68,8.4,52.875
1,3.1,77.58,69.76,35.72,39.25,23.46,7.26,4.672
0,8.78,45.04,49.61,75.65,81.77,49.15,4.85,6.687
0,3.78,93.1,76.17,58.77,36.02,23.42,4.13,54.185
0,7.25,56.13,76.07,42.64,42.4,96.38,4.98,55.964
0,1.15,54.63,79.35,35.32,40.45,70.31,8.54,513.515
1,4.35,57.83,99.47,68.54,95.73,48.95,6.84,812.125
0,4.17,74.63,57.07,79.42,78.87,20.1,8.24,683.465
0,5.89,72.68,62.57,46.29,58.79,44.67,5.17,56.397
1,1.65,69.48,86.32,80.14,87.55,68.55,7.55,8.174
1,8.11,83.05,70.49,38.73,45.12,97.19,7.66,5.759
1,2.96,58.99,32.61,50.38,95.18,52.54,08.05,63.583
1,07.09,86.92,89.02,80.87,78.79,72.32,6.68,8.152
0,8.23,50.52,33.6,74.51,69.17,27.58,7.97,57.367
0,06.06,86.96,41.96,45.29,85.63,66.13,8.68,64.994
1,7.67,79.83,37.15,34.16,75.13,31.51,8.79,533.995
0,6.96,80.99,35.45,28.19,92.1,27.83,4.63,5.725
0,4.2,68.89,31.8,87.84,88.04,55.83,7.12,71.606
0,8.28,80.02,33.85,30.64,43.85,29.05,4.57,406.845
1,3.65,44.79,60.97,33.61,46.78,74.92,8.61,489.405
0,6.14,91.09,47.7,42.83,34.56,94.36,8.78,5.88
1,7.71,43.33,38.86,58.43,45.41,45.42,6.5,47.147
0,4.41,48.92,76.11,84.23,54.04,39.02,8.8,63.987
0,3.72,74.61,45.83,43.56,32.02,25.83,7.83,41.307
0,5.13,84.36,31.33,65.76,52.05,45.14,7.48,5.387
1,8.36,44.58,59.29,31.78,84.01,60.37,6.9,597.015
0,9.37,95.25,51.73,59.84,88.82,43.57,06.03,70.275
1,5.91,98.42,52.3,38.32,30.62,66.08,8.82,47.206
1,6.95,76.36,61.17,40.84,30.5,69.62,4.99,47.717
1,9.13,68.87,76.82,52.51,40.24,18.8,08.01,513.425
0,1.89,84.48,73.15,82.1,91.08,72.8,5.84,82.761
0,03.09,59.7,95.61,80.8,62.85,91.03,7.77,763.925
0,7.38,69.6,66.24,56.12,98.8,12.36,4.82,7.5
0,8.41,94.97,63.08,33.9,92.11,59.62,5.87,687.885
1,8.71,97.34,44.94,46.05,92.31,64.35,8.73,6.897
1,4.74,95.62,82.88,62.9,38.99,73.88,6.79,6.289
1,1.8,55.75,39.85,90.21,63.27,44.72,6.46,62.714
0,4.94,53.95,64.38,97.62,99.55,83.68,7.76,8.588
1,03.08,57.86,59.49,72.81,40.43,58.59,06.09,5.589
0,3.62,66.48,76.08,51.3,70.2,46.8,6.47,6.393
1,7.95,58.85,94.23,77.01,54.1,74.73,6.8,7.39
0,1.68,62.45,96.26,50.22,57.15,93.46,8.95,6.740
0,8.45,77.24,41.75,71.91,92.36,83.08,08.03,746.855
1,4.85,85.75,48.33,43.28,71.15,93.76,4.2,633.395
1,6.36,84.13,86.81,45.02,83.11,33.93,7.92,695.115
1,1.81,88.87,66.28,30.64,77.13,20.67,6.51,588.655
1,04.04,41.93,61.71,56.51,67.03,58.09,5.15,59.932
0,1.81,42.86,79.74,71.36,85.42,14.0,8.27,69.371
1,9.65,87.36,72.13,84.16,97.95,70.71,5.35,8.555
1,8.27,71.98,97.95,85.78,97.68,31.6,5.6,8.558
1,5.14,74.69,70.88,99.43,85.26,50.89,4.31,814.325
0,03.01,43.16,62.62,31.58,64.11,69.0,8.89,540.735
0,9.4,55.32,68.0,61.99,41.42,53.48,7.98,54.474
1,4.1,78.3,86.6,64.1,33.11,31.25,4.74,5.588
0,2.45,91.55,72.89,85.34,46.2,89.23,6.45,70.161
1,06.07,95.02,75.29,44.98,53.82,78.81,5.68,62.523
0,9.49,70.03,98.0,30.2,39.09,64.1,4.16,542.445
0,01.03,72.73,73.29,48.53,45.73,72.87,8.64,57.356
0,3.14,89.98,56.62,98.79,35.85,47.38,8.2,6.230
0,9.45,72.26,78.39,92.46,66.66,43.83,8.93,7.373
1,2.54,71.01,76.16,54.64,38.84,24.41,5.21,52.28
1,02.02,94.31,30.97,90.72,81.99,82.32,7.5,7.523
1,6.13,87.4,62.71,27.46,53.29,44.29,4.59,51.227
0,8.76,94.54,82.0,48.57,77.04,72.31,6.16,721.915
1,5.29,53.09,64.93,79.51,91.78,36.99,8.23,739.945
1,9.95,71.46,84.57,41.61,36.02,81.64,04.04,552.335
1,7.11,90.55,61.56,39.88,99.23,19.47,6.4,680.145
0,1.67,46.67,98.83,89.64,75.17,66.25,6.17,797.775
0,9.94,87.68,50.5,71.2,33.74,82.68,7.45,56.745
0,4.67,50.98,36.45,99.18,51.98,69.42,5.19,62.318
1,3.59,88.49,60.1,35.1,92.04,72.65,4.87,69.123
1,06.02,76.72,67.92,51.71,71.74,57.34,7.25,650.265
1,3.74,51.59,54.44,48.34,50.11,60.31,7.21,51.701
0,1.78,68.4,46.96,91.01,95.83,15.93,7.76,7.411
0,01.01,80.91,77.04,44.15,85.11,32.57,5.23,67.582
1,05.05,78.03,56.4,51.51,81.49,74.97,04.08,67.979
0,8.53,65.63,74.2,35.71,92.19,95.09,8.39,7.210
0,6.15,93.96,84.54,83.16,83.88,58.76,05.03,82.328
0,9.99,71.16,83.27,42.83,50.07,75.3,06.09,59.532
0,3.58,70.35,56.27,30.12,70.87,71.52,6.34,5.777
1,3.52,43.74,69.75,57.63,88.96,99.94,4.94,7.386
0,2.44,95.33,61.48,54.36,42.66,81.55,6.6,58.504
0,2.48,50.63,90.96,38.32,41.41,66.49,8.57,539.775
0,3.57,71.7,91.51,35.02,41.13,20.36,5.36,50.658
0,8.14,88.21,54.06,92.24,43.6,42.64,6.6,62.217
1,9.15,52.93,36.42,30.09,37.23,32.56,5.54,36.385
1,9.78,71.64,41.73,32.45,88.63,86.83,8.9,63.326
0,03.09,54.44,55.69,43.38,87.28,50.16,5.1,62.991
0,8.93,85.58,69.5,96.46,40.6,58.18,4.55,66.601
0,3.95,73.86,75.98,31.4,79.39,96.83,4.71,679.015
0,02.02,91.36,53.2,86.2,73.89,85.3,5.84,7.571
0,8.83,93.67,76.72,91.9,49.33,81.08,6.76,7.305
0,6.72,78.92,95.64,53.34,45.92,22.8,7.34,58.707
1,2.48,83.52,75.64,47.04,47.54,12.05,6.81,53.084
0,4.87,72.95,41.1,75.8,81.14,21.3,8.53,64.994
1,3.59,63.07,70.58,77.7,52.35,76.63,5.8,658.335
1,7.63,78.89,67.93,83.5,49.46,46.96,7.56,64.357
0,05.08,94.5,90.95,87.29,31.57,20.57,5.34,6.256
1,9.9,65.0,54.52,45.13,93.58,76.51,7.41,690.905
1,1.49,58.86,59.61,76.52,82.69,27.51,8.63,686.305
1,4.2,63.31,71.91,35.12,63.09,63.01,8.89,578.755
1,5.34,66.12,66.71,63.3,96.0,76.74,7.65,77.053
1,5.53,44.41,80.33,70.97,50.55,64.73,8.71,6.241
1,3.84,69.91,32.83,37.13,77.23,99.43,7.4,59.813
0,7.56,69.66,69.45,30.74,51.36,49.07,8.82,51.424
1,8.87,75.31,38.52,39.61,52.02,38.06,8.49,471.505
1,9.45,61.77,52.06,56.54,89.13,28.11,4.53,6.473
1,8.25,76.79,76.31,91.59,85.09,55.34,6.37,8.115
0,8.66,92.69,41.02,64.89,50.59,86.72,5.74,6.7
1,5.95,97.33,51.62,81.14,35.7,95.22,4.13,62.358
0,8.43,75.02,79.21,38.06,55.03,97.48,6.33,618.675
1,3.73,42.56,75.56,32.95,83.2,57.82,4.74,6.250
0,4.59,98.15,36.37,42.97,37.04,64.47,4.18,4.724
0,3.85,82.35,70.41,48.54,77.05,62.34,6.23,6.765
1,5.21,60.16,40.31,66.11,92.28,51.94,5.16,6.809
1,3.57,48.83,47.66,91.09,42.55,23.7,8.68,54.45
0,9.65,48.61,62.14,56.96,90.35,15.89,08.06,647.405
1,3.82,50.06,37.65,63.91,33.6,49.3,8.78,452.035
0,1.88,42.73,99.56,25.35,76.68,26.76,8.41,60.36
0,5.74,94.13,41.58,27.5,85.37,89.8,7.64,63.463
0,1.51,72.45,84.69,31.28,61.13,78.55,6.99,612.535
0,1.99,82.0,88.09,77.42,44.26,65.66,4.33,67.23
0,2.97,89.69,99.61,61.46,94.73,14.27,5.33,788.385
1,5.18,87.49,60.01,39.47,31.4,66.0,7.55,482.085
0,4.9,92.96,91.19,69.44,68.85,65.9,06.01,755.815
0,8.2,98.04,97.03,65.85,56.1,49.53,5.63,7.26
1,7.66,66.34,42.1,31.66,62.27,69.2,4.52,516.835
0,4.84,97.02,63.56,73.03,67.56,87.21,4.35,730.385
1,4.0,83.4,34.2,82.54,67.43,78.22,05.05,6.723
1,3.85,44.24,73.45,46.49,44.25,52.61,8.17,51.485
1,7.97,80.91,70.7,76.56,77.58,33.61,7.32,7.188
0,1.47,81.2,44.29,39.98,31.34,53.01,5.7,4.324
0,1.12,94.35,85.85,81.75,31.48,95.14,4.31,675.745
0,8.16,62.38,32.61,93.38,63.49,83.8,4.94,667.065
1,5.29,75.09,86.44,58.14,67.93,12.43,6.25,6.435
0,2.18,40.73,31.87,43.35,49.24,80.47,4.77,4.656
1,3.12,59.92,75.98,54.94,68.62,25.35,7.81,6.147
0,9.39,43.73,35.51,43.76,66.13,61.4,7.94,517.005
1,8.74,71.31,47.59,25.09,54.45,82.59,4.68,50.238
0,7.39,89.05,80.53,73.78,75.62,60.52,7.63,7.597
0,5.34,52.39,49.63,28.19,97.06,46.35,6.56,608.185
0,5.68,71.65,65.78,40.78,64.36,38.91,8.81,5.693
1,9.78,52.24,94.07,79.18,85.02,37.46,7.94,77.336
1,9.69,47.24,33.47,74.93,47.33,85.37,6.93,55.253
0,2.94,70.66,86.78,30.5,83.34,84.25,07.02,69.641
0,8.3,44.75,34.57,74.5,75.42,84.1,4.89,64.821
1,2.78,75.24,38.88,94.79,74.78,35.45,8.47,687.155
1,2.92,41.88,38.35,30.59,92.51,81.9,6.8,6.7
1,07.08,46.4,99.59,56.18,46.33,13.3,6.87,561.485
0,4.65,73.0,42.61,79.71,55.79,28.58,6.88,58.134
1,9.38,75.48,92.77,75.08,35.81,56.31,5.38,63.36
0,1.8,41.74,99.37,41.99,80.83,46.61,08.06,6.749
1,5.6,74.4,56.86,37.23,89.07,20.07,8.31,6.130
0,9.27,90.31,74.17,83.82,58.41,13.75,5.44,6.663
1,9.14,83.34,84.54,96.72,54.98,65.01,6.21,7.516
1,2.41,47.87,57.49,82.57,76.11,38.21,4.9,67.387
1,4.3,75.55,41.33,97.24,35.29,11.44,5.19,536.265
1,6.57,80.34,60.36,70.37,50.57,48.78,5.68,60.276
1,2.43,42.23,84.03,94.68,55.63,37.61,8.51,6.793
0,9.71,91.32,84.65,76.78,66.3,61.89,7.13,7.465
1,9.23,94.38,46.14,93.17,63.36,93.68,6.94,735.025
1,2.5,91.03,42.25,37.12,44.61,37.71,8.73,462.175
1,02.09,89.48,94.44,86.17,67.86,99.74,7.96,831.035
0,1.77,84.7,33.08,39.76,94.81,17.74,04.08,599.835
1,9.18,78.01,81.43,27.06,31.9,17.95,4.62,43.812
0,2.74,80.72,33.25,63.82,77.62,74.17,5.24,6.526
1,4.75,88.38,88.65,48.87,73.73,77.38,5.52,72.329
1,05.04,79.75,93.38,28.26,94.71,48.06,8.17,7.167
0,6.39,59.66,50.82,98.52,75.17,35.74,7.85,7.64
1,1.65,62.56,35.18,74.98,73.74,81.46,4.73,65.992
0,03.04,93.82,63.65,92.64,83.89,96.06,6.67,8.423
0,9.38,41.03,50.89,99.93,48.75,99.09,4.55,66.235
1,9.18,81.93,59.2,54.4,71.7,67.1,4.86,65.438
0,08.03,97.29,76.55,44.11,66.36,76.61,5.21,669.535
1,1.17,82.37,44.69,38.79,60.69,84.0,8.53,56.513
1,3.94,99.63,54.99,63.64,35.56,81.9,5.83,57.507
0,6.65,81.25,84.78,70.46,50.48,99.41,8.58,70.305
0,3.48,42.06,75.06,60.43,49.6,82.94,7.75,599.795
0,9.19,89.62,52.84,54.04,80.7,69.63,7.75,68.248
0,6.71,57.08,76.5,37.62,94.45,43.86,08.02,678.565
1,1.65,66.76,83.57,58.14,46.16,63.82,4.48,60.463
1,9.18,58.73,71.47,31.39,35.22,89.23,08.07,492.645
0,9.62,56.11,46.76,89.88,100.0,37.49,5.26,76.182
1,1.7,65.88,30.02,28.52,78.38,12.76,8.92,48.431
1,5.79,62.73,86.2,53.55,92.05,39.45,8.24,7.306
1,3.73,78.0,87.58,32.51,40.07,96.42,8.98,57.110
1,4.54,88.79,78.83,83.12,86.05,81.47,8.69,8.368
0,2.62,57.83,35.36,48.46,86.93,26.84,5.8,58.79
0,6.2,52.82,70.97,33.48,40.6,11.08,8.71,43.164
1,9.62,80.01,87.47,64.86,41.3,70.22,5.65,63.187
0,5.53,80.22,57.28,93.72,50.68,62.11,7.3,66.857
0,1.75,94.07,43.86,93.15,45.18,17.47,08.09,590.265
0,6.58,40.96,71.13,43.72,98.28,96.94,5.91,73.344
1,04.06,91.18,87.84,78.97,55.41,65.6,05.02,72.382
1,8.7,71.26,33.42,27.27,83.29,68.64,8.47,56.643
1,4.91,77.28,71.79,34.89,86.35,86.82,4.52,69.713
0,2.74,45.48,75.02,62.46,57.02,40.34,5.82,59.158
1,2.72,65.96,72.17,42.16,77.78,60.24,6.7,6.481
1,7.92,53.64,75.5,84.87,37.55,61.86,08.02,61.10
0,3.39,55.25,74.2,94.83,57.79,97.06,8.34,7.400
1,7.91,70.25,39.13,25.32,97.71,21.83,6.56,5.756
1,2.85,88.75,46.45,42.47,41.8,78.3,6.87,5.124
0,3.9,84.63,73.33,57.97,57.0,61.76,8.27,637.475
0,5.19,75.46,31.24,67.23,85.34,86.08,6.34,6.907
0,9.49,72.37,74.43,93.69,76.58,84.88,6.8,808.365
1,9.39,65.64,76.58,91.89,74.21,11.08,04.09,71.934
1,2.86,98.36,46.74,72.79,89.73,33.08,8.76,7.209
1,4.22,73.61,71.87,44.3,32.04,26.27,6.83,46.650
0,2.34,55.24,67.39,83.75,83.98,51.55,7.64,744.875
0,5.59,53.81,48.25,40.2,91.78,91.48,5.24,66.352
1,5.15,76.68,62.41,97.39,31.13,10.45,7.28,56.437
1,9.11,71.37,93.67,25.44,69.13,53.94,6.3,61.820
0,9.37,40.46,59.86,67.73,54.4,89.63,4.56,60.953
0,4.45,89.8,74.09,31.63,33.55,93.36,8.15,5.278
0,5.43,82.25,32.47,55.57,59.24,69.16,8.2,5.626
0,09.07,79.71,35.45,72.62,75.08,84.68,4.32,67.962
1,8.26,44.13,35.69,76.72,94.33,39.17,5.95,676.635
0,01.03,61.72,84.48,83.92,73.44,35.74,5.41,73.326
1,3.88,96.12,54.52,69.5,89.97,14.42,6.58,708.225
1,4.8,91.76,45.93,43.85,38.51,55.29,6.44,48.331
1,03.07,57.13,82.31,91.69,44.74,51.02,7.28,6.585
0,2.8,49.42,41.9,85.83,97.92,43.47,5.24,7.339
0,1.34,66.95,47.25,37.0,92.12,20.2,5.11,59.657
0,6.79,61.35,60.17,86.99,46.47,30.77,7.62,59.257
0,3.36,80.93,53.2,97.95,73.47,28.33,8.88,71.768
1,1.47,97.99,70.98,72.79,55.38,94.96,8.73,710.715
0,03.08,61.78,53.65,46.14,62.8,96.98,7.96,60.120
0,8.22,43.73,57.51,70.49,90.26,10.31,4.34,661.195
1,8.66,93.86,90.4,50.69,81.5,25.35,5.19,711.985
0,5.35,42.28,91.92,75.7,46.69,89.99,7.45,668.775
1,4.74,97.17,87.94,65.86,52.12,13.45,5.48,6.335
1,9.8,79.87,90.54,94.71,50.28,94.91,5.97,7.686
1,2.81,96.5,69.88,71.34,84.65,44.21,8.77,7.550
1,2.94,51.98,75.24,41.05,64.31,58.48,4.43,58.864
1,3.63,42.44,69.0,79.38,96.55,78.74,8.31,795.555
1,2.55,69.29,84.99,47.57,87.17,31.95,4.25,69.524
1,4.41,67.04,68.57,45.43,44.78,19.06,5.69,493.545
1,9.2,59.89,37.78,54.38,85.02,82.9,6.78,65.187
0,6.54,97.46,86.67,25.9,65.43,98.62,5.78,663.175
0,4.71,89.36,83.24,97.69,47.76,69.29,8.79,736.515
0,9.41,79.69,87.42,64.92,55.43,84.27,6.52,695.105
0,1.44,49.77,43.33,83.01,98.05,94.72,7.67,78.185
1,2.89,84.06,49.01,44.34,63.88,30.57,7.51,54.708
0,06.09,83.62,50.7,81.0,80.37,41.54,8.18,710.355
1,6.54,65.5,65.57,67.54,63.4,29.71,8.32,61.709
0,1.36,95.49,39.37,56.81,56.01,15.56,6.33,5.278
0,4.63,50.02,56.98,97.8,85.75,75.9,8.32,784.505
0,6.84,56.04,42.75,62.04,89.38,23.11,7.27,63.258
1,7.28,43.79,48.53,74.31,35.03,18.34,7.43,46.757
0,6.74,87.73,79.45,26.15,49.53,42.19,4.87,5.275
1,3.89,77.31,89.84,47.61,65.55,15.45,5.23,62.89
1,1.84,58.9,31.6,91.65,52.15,26.16,7.44,55.991
0,4.84,49.83,69.61,81.92,84.85,16.29,5.33,707.115
0,2.16,42.41,32.52,65.26,38.03,88.96,6.45,492.665
0,9.53,50.0,35.97,92.51,85.85,80.18,6.45,73.387
1,5.28,67.2,79.36,61.47,73.25,87.36,5.17,72.333
0,3.86,54.83,81.49,67.49,50.26,88.15,6.83,650.595
1,7.9,55.54,86.98,53.66,54.11,95.01,6.82,648.045
1,5.48,92.53,63.2,71.5,42.8,26.8,4.65,57.428
0,3.79,70.91,90.19,48.93,47.68,91.0,5.91,631.495
0,8.31,83.76,41.68,53.91,80.21,57.25,5.83,63.988
1,8.8,42.14,47.48,97.47,56.31,24.96,6.81,60.282
1,07.06,61.91,39.42,33.35,78.12,69.02,7.75,566.565
1,1.42,68.75,85.83,32.89,65.99,39.43,04.09,59.303
0,6.1,51.19,46.01,28.25,40.17,14.18,4.66,36.861
1,7.87,47.21,40.89,49.0,64.93,17.08,5.51,49.582
0,2.23,92.22,73.62,54.87,82.95,48.13,08.05,71.509
1,03.06,96.37,35.4,32.09,50.84,84.38,6.4,50.971
1,8.94,44.73,33.14,66.18,75.37,37.99,6.55,578.245
0,1.18,60.94,37.47,68.75,43.93,78.95,06.05,5.404
1,7.77,97.5,30.02,81.33,39.5,15.02,06.08,51.413
0,5.26,44.99,78.79,98.2,55.22,45.44,8.89,68.678
0,05.02,78.62,69.36,71.45,57.24,21.47,8.49,617.775
1,01.06,98.33,44.69,33.37,83.27,87.72,7.63,65.03
0,8.37,98.69,46.31,31.64,62.21,97.11,5.62,58.525
0,4.24,68.27,86.77,83.32,35.69,39.31,6.57,61.433
1,5.87,49.76,65.13,73.78,74.38,99.0,7.45,72.38
0,7.1,52.13,78.9,37.14,62.85,77.71,5.97,600.465
0,7.32,93.38,61.69,44.0,53.22,10.11,6.62,5.231
0,9.6,94.7,46.64,81.27,86.16,53.67,4.73,746.385
1,5.78,76.47,97.93,67.46,40.81,85.07,4.47,668.885
0,4.6,85.97,69.6,68.88,93.92,58.05,4.84,78.414
1,9.58,84.4,39.17,40.75,53.38,59.5,7.78,510.945
1,6.78,79.71,58.43,72.18,62.27,50.29,4.95,6.452
0,3.68,89.64,53.05,82.8,95.05,45.55,8.62,7.809
0,2.14,81.12,44.99,91.39,83.29,12.47,5.84,70.356
0,8.58,72.04,95.34,80.25,35.2,65.96,4.85,6.525
1,4.26,54.22,91.66,68.23,70.48,79.01,8.13,733.805
0,6.94,84.63,43.94,75.49,51.73,81.12,6.28,62.341
0,5.24,68.41,54.65,61.38,65.59,66.22,5.94,626.945
0,2.79,57.69,83.36,42.02,82.01,40.71,5.65,657.205
0,6.42,88.12,44.6,91.17,64.73,12.03,5.65,64.383
0,1.55,81.8,71.41,64.95,34.97,90.62,7.32,60.001
1,4.72,96.24,78.99,69.57,67.1,48.61,6.7,711.605
1,5.92,49.93,75.78,99.26,31.69,64.11,6.34,624.665
0,4.92,78.95,79.45,98.88,54.39,27.51,6.24,702.925
0,7.74,54.65,79.47,68.97,63.46,22.78,4.71,6.309
0,8.45,94.21,97.54,27.55,75.13,17.81,8.14,63.893
0,7.94,45.97,54.25,54.71,65.43,81.89,8.63,60.214
1,1.35,79.37,91.5,95.3,40.64,68.18,08.01,71.104
0,2.75,87.47,31.53,46.62,95.26,65.9,6.26,6.663
1,5.83,61.3,50.17,99.95,75.52,92.75,8.86,768.585
1,9.41,97.25,33.41,31.32,52.19,24.28,07.09,4.493
0,8.51,91.04,75.58,67.61,97.62,25.32,7.87,778.215
1,8.58,57.68,37.06,63.66,91.78,27.05,7.71,63.922
1,3.73,40.45,89.2,44.15,40.04,48.1,7.54,517.465
1,4.87,57.8,75.26,96.15,75.88,88.68,7.21,8.29
1,5.24,56.88,32.02,71.44,69.2,89.33,05.06,63.105
0,2.42,93.4,80.03,42.27,43.5,63.15,5.47,57.453
0,1.28,98.03,90.34,53.8,46.34,69.23,8.43,6.446
1,9.52,44.23,76.28,79.09,69.46,90.8,4.9,728.425
0,3.17,68.28,32.14,47.33,52.49,66.18,4.76,5.7
0,3.16,72.9,90.05,90.97,88.44,30.68,5.42,820.645
0,1.75,45.57,81.27,37.43,36.84,73.44,5.81,504.065
0,9.36,62.65,56.49,44.84,93.98,79.29,6.77,69.595
0,6.22,59.02,53.0,35.87,88.84,67.18,07.03,6.328
1,7.0,72.16,63.59,32.81,81.7,34.62,7.95,6.19
0,9.2,79.67,90.7,47.52,48.38,45.99,4.37,59.519
0,4.11,82.21,47.64,99.94,80.05,52.35,05.04,759.865
0,6.59,48.21,37.07,32.07,60.71,23.08,6.53,43.809
0,1.35,88.78,90.52,40.98,74.36,50.7,5.25,6.832
1,2.68,80.71,31.84,45.37,51.88,24.51,8.37,46.390
1,8.48,93.34,93.77,71.43,88.51,54.95,7.2,8.241
1,7.9,66.96,51.4,80.9,32.84,14.57,6.45,50.152
1,4.16,93.63,65.58,81.4,78.4,95.37,4.0,7.980
0,4.39,91.95,39.26,25.65,88.0,32.17,8.29,57.476
1,5.8,66.3,93.16,73.89,75.25,52.03,6.3,7.527
0,1.0,62.87,82.49,72.31,43.44,12.95,6.66,5.736
0,3.17,95.97,94.69,63.82,49.95,27.34,7.49,647.065
0,2.87,82.91,77.83,53.44,66.04,72.39,8.69,6.757
0,3.25,95.69,42.93,84.81,53.06,20.06,4.79,599.345
0,8.25,87.82,51.58,50.79,30.34,66.53,4.36,49.67
1,3.52,76.56,64.08,42.25,32.85,10.19,4.61,43.551
1,2.72,46.95,72.51,48.26,83.74,51.85,7.7,65.756
1,5.54,57.49,94.85,57.97,35.86,74.92,4.65,592.545
1,8.79,98.13,56.88,41.05,94.96,93.37,6.5,740.245
0,3.17,59.17,79.22,70.57,60.99,54.36,7.53,6.618
1,1.71,45.6,97.27,91.32,83.07,85.65,7.56,8.448
0,4.21,82.45,40.67,69.66,38.79,82.23,06.03,55.593
1,7.73,84.04,90.39,58.5,94.86,36.62,7.49,77.97
0,5.96,57.13,59.45,84.77,32.37,88.73,8.75,58.998
0,8.35,57.86,81.27,81.1,32.95,67.63,4.14,60.610
1,9.64,68.13,50.55,52.53,33.82,19.38,7.36,438.305
0,8.13,41.31,53.38,70.31,37.24,94.52,6.61,548.705
0,6.43,87.36,31.9,79.74,64.08,25.9,05.06,60.069
1,5.44,59.03,98.0,43.41,85.18,52.33,5.54,7.140
0,1.36,91.23,86.94,52.47,49.95,51.97,8.19,6.230
1,9.86,88.16,36.57,32.93,82.2,66.27,6.93,597.595
1,4.45,79.68,99.97,99.08,84.18,69.85,04.07,89.18
1,2.37,59.49,72.35,31.44,93.58,30.96,8.83,64.128
0,7.0,70.98,89.76,37.65,40.45,41.72,7.33,52.791
0,3.56,66.69,34.67,60.99,39.49,23.01,6.21,44.973
0,6.27,60.33,57.26,89.9,38.55,21.34,7.56,555.865
1,6.28,90.89,76.88,51.69,55.15,84.26,05.02,65.116
